"file_ref"	"name"	"addr1"	"addr2"	"addr3"	"addr4"	"addr5"	"c_o"	
"SC(F) 2/98"	"Chi Shing Drilling Engineering Co., Ltd."	"Unit 2, 27/f.,"	"1 Hung To Road,"	"Kwun Tong,"	"Kowloon."	""	""	
"SC(F) 2/99"	"ELE CONSTRUCTION COMPANY LIMITED"	"Flat A, 26/F.,"	"Yan's Tower,"	"27 Wong Chuk Hang Road,"	"Hong Kong."	""	""	
"SC(F) 20/2000"	"Hung Wan Construction Co Ltd"	"Room 1910,"	"Good Hope Building,"	"612-618 Nathan Road,"	"Kowloon."	""	""	
"SC(F) 20/98"	"MAN KIT CONSTRUCTION COMPANY LIMITED"	"Office A & B, 10/F.,"	"CNT Tower,"	"338 Hennessy Road,"	"Wanchai, Hong  Kong."	""	""	
"SC(F) 20/99"	"SUNNIC ENGINEERING LIMITED"	"Room 601, 6/F"	"Exchange Tower,"	"33 Wang Chiu Road,"	"Kowloon Bay, Kowloon."	""	""	
"SC(F) 21/2000"	"South Star Construction Co., Ltd."	"Flat A, 8th Floor,"	"Lucky Plaza,"	"315-321 Lockhart Road,"	"Wanchai, Hong Kong."	""	""	
"SC(F) 21/98"	"Flannel Limited"	"Hsin Chong Centre,"	"107-109 Wai Yip Street,"	"Kwun Tong,"	"Kowloon."	""	""	
"SC(F) 21/99"	"BESTRICH ENGINEERING LIMITED"	"Room 11-12, 13/F.,"	"CEO Tower,"	"77 Wing Hong Street,"	"Cheung Sha Wan, Kowloon."	""	""	
"SC(F) 22/2000"	"CHAU MOU ENGINEERING & CO"	"Flat A, 11/F.,"	"Hang Seng Centre,"	"No. 95-97 Tung Chau Street,"	"Tai Kok Tsui, Kowloon."	""	""	
"SC(F) 22/98"	"SUNLEY ENGINEERING & CONSTRUCTION COMPANY LIMITED"	"Flat 601, 6/F.,"	"Exchange Tower,"	"33 Wang Chiu Road,"	"Kowloon Bay, Kowloon."	""	""	
"SC(F) 22/99"	"EXCEL ENGINEERING COMPANY LIMITED"	"155 Waterloo Road,"	"Kowloon Tong,"	"Kowloon."	""	""	""	
"SC(F) 23/2000"	"Compact Construction Engineering Co Ltd"	"Room 906,"	"Sino Centre,"	"582-592 Nathan Road,"	"Kowloon."	""	""	
"SC(F) 23/99"	"Ct Construction Engineering Co., Ltd."	"Room 1309,"	"Dominion Centre,"	"43-59 Queen's Road East,"	"Wan Chai, Hong Kong."	""	""	
"SC(F) 24/2000"	"Barque Engineering Ltd."	"Room 1001,"	"10th Floor, Takshing House,"	"No.20 Des Voeux Road, Central,"	"Hong Kong."	""	""	
"SC(F) 24/99"	"CARRIER CONSTRUCTION LTD"	"Flat 5, 16/F.,"	"Fook Yip Building,"	"53-57 Kwai Fung Crescent,"	"Kwai Chung, New Territories."	""	""	
"SC(F) 25/2000"	"Wong Yau Kee Construction & Engineering Co., Ltd."	"Room 803, 8th Floor,"	"Fu Fai Commercial Centre,"	"27 Hillier Street,"	"Sheung Wan,  Hong Kong."	""	""	
"SC(F) 25/99"	"KIN SHING (LEUNG'S) GENERAL CONTRACTORS LIMITED"	"25/F., Millennium City 3,"	"370 Kwun Tong Road,"	"Kowloon."	""	""	""	
"SC(F) 26/2000"	"POLLARD CONSTRUCTION CO LTD"	"Unit 12, 41/F., One Midtown,"	"No. 11 Hoi Shing Road,"	"Tsuen Wan, New Territories."	""	""	""	
"SC(F) 26/99"	"Cheung Kee Fung Cheung Construction Co., Ltd."	"Lg/f, Kentucky Industrial Building,"	"57-61 Lei Muk Road,"	"Kwai Chung, New Territiories"	""	""	""	
"SC(F) 27/2000"	"Hien Lee Engineering Co., Ltd."	"Rooms 1112-1113,"	"Hong Kong Plaza,"	"186-191 Connaught Road West,"	"Hong Kong."	""	""	
"SC(F) 27/99"	"DRILTECH GROUND ENGINEERING LIMITED"	"Block A & B, 9/F., Phase VI,"	"Hong Kong Spinners Industrial Building,"	"481-483 Castle Peak Road,"	"Kowloon."	""	""	
"SC(F) 28/2000"	"Amec International Construction Ltd."	"29th Floor,"	"China Overseas Building,"	"139 Hennessy Road,"	"Wanchai, Hong."	""	""	
"SC(F) 28/99"	"KIN WING FOUNDATIONS LIMITED"	"Block A & B, 9/F., Phase VI,"	"Hong Kong Spinners Industrial Building,"	"481-483 Castle Peak Road,"	"Cheung Sha Wan, Kowloon."	""	""	
"SC(F) 29/2000"	"NEW CITY CONSTRUCTION COMPANY LIMITED"	"Flat A-B, 1/F.,"	"Pilkem House,"	"45-51 Pilkem Street,"	"Jordon, Kowloon."	""	""	
"SC(F) 29/99"	"KIN WING ENGINEERING COMPANY LIMITED"	"Block A & B, 9/F., Phase VI,"	"Hong Kong Spinners Industrial Building,"	"481-483 Castle Peak Road,"	"Kowloon."	""	""	
"SC(F) 3/2000"	"Yet Kai Construction Co., Ltd."	"Flat 9, 22nd Floor, Block B,"	"New Trade Plaza,"	"On Ping Street,"	"Sha Tin, New Territories."	""	""	
"SC(F) 3/2001"	"CHI FU ENGINEERING LIMITED"	"Room 1101, 11/F.,"	"Hang Bong Commercial Centre,"	"28 Shanghai Street,"	"Jordan, Kowloon."	""	""	
"SC(F) 3/2002"	"WAI TAT FOUNDATION & ENGINEERING LIMITED"	"Flat A, 6/F.,"	"Evernew Commercial Centre,"	"33 Pine Street,"	"Tai Kok Tsui, Kowloon."	""	""	
"SC(F) 3/2003"	"Saiton Engineering Ltd."	"16th Floor,"	"No. 9 Des Voeux Road West,"	"Sheung Wan,"	"Hong Kong."	""	""	
"SC(F) 3/2004"	"China Railway Engineering Corporation"	"Room 2205-06,"	"Tamson Plaza,"	"161 Wai Yip Street,"	"Kwun Tong, Kowloon."	""	""	
"SC(F) 3/2006"	"MSY ENGINEERING LIMITED"	"Unit B, 12/F.,"	"Grandion Plaza,"	"932 Cheung Sha Wan Road,"	"Lai Chi Kok, Kowloon."	""	""	
"SC(F) 3/2007"	"WING FAT BUILDING CONSTRUCTION LIMITED"	"Room 2001-02,"	"Tai Shing (Yaumatei) Commercial Building"	"500 Nathan Road,"	"Kowloon."	""	""	
"SC(F) 3/2008"	"GINCA CONSTRUCTION COMPANY LIMITED"	"29/F., AIA Tower,"	"183 Electric Road,"	"North Point, Hong Kong"	""	""	""	
"SC(F) 3/2009"	"KSL ENGINEERING LIMITED"	"Office A, 12/F.,"	"Billion Plaza 2,"	"10 Cheung Yue Street,"	"Kowloon."	""	""	
"SC(F) 3/2010"	"SAMBO E&C CO., LTD."	"Unit 603-604, 6/F.,"	"CFC Tower,"	"28 Mody Road,"	"Tsim Sha Tsui, Kowloon."	""	""	
"SC(F) 3/2011"	"Edwin Lai International Limited"	"Room 403,"	"Kwong Fat Commercial Building,"	"582-588 Canton Road,"	"Kowloon."	""	""	
"SC(F) 3/2012"	"DARG PARTNERS LIMITED"	"Unit 1101, Metro Centre 1,"	"No. 32 Lam Hing Street,"	"Kowloon Bay, Kowloon."	""	""	""	
"SC(F) 3/2013"	"GEOTECH ENGINEERING LIMITED"	"Room 3, 11/F.,"	"Wah Lai Industrial Centre,"	"10-14 Kwei Tei Street,"	"Fotan, New Territories."	""	""	
"SC(F) 3/2014"	"GAMMON ENGINEERING & CONSTRUCTION COMPANY LIMITED"	"28/F., Devon House,"	"Taikoo Place,"	"979 King's Road,"	"Quarry Bay, Hong Kong."	""	""	
"SC(F) 3/2015"	"KEUNG KEE ENGINEERING"	"Flat D, 19/F.,"	"Estoril Heights, Hong Kong Garden,"	"Castle Peak Road,"	"Tsing Lung Tau, New Territories."	""	""	
"SC(F) 3/2016"	"VIBRO FOUNDATION LIMITED"	"11/F.,"	"Chevalier Commercial Centre,"	"8 Wang Hoi Road,"	"Kowloon Bay, Kowloon."	""	""	
"SC(F) 3/2017"	"AGGRESSIVE CIVIL & FOUNDATION ENGINEERING LIMITED"	"Flat C, 26/F.,"	"Tsuen Tung Factory Building,"	"38 Chai Wan Kok Street,"	"Tsuen Wan, New Territories."	""	""	
"SC(F) 3/98"	"Tonic Foundation Engineering Co., Ltd."	"Room 3708,"	"Hong Kong Plaza,"	"188 Connaught Road West,"	"Hong Kong."	""	""	
"SC(F) 3/99"	"GAMMON CONSTRUCTION LIMITED"	"28/F., Devon House,"	"Taikoo Place,"	"979 King's Road, Hong Kong."	""	""	""	
"SC(F) 30/2000"	"Rankine Engineering Co Ltd"	"9th Floor,"	"Shiu Fung Commercial Building,"	"51-53 Johnston Road,"	"Wan Chai, Hong Kong."	""	""	
"SC(F) 30/99"	"Wilson Engineering Limited"	"15e, Seabee Lane"	"Discovery Bay"	"Lantau, New Territories"	""	""	""	
"SC(F) 31/2000"	"HANKI CONTRACTORS (HONG KONG) & ASSOCIATES LIMITED"	"Flat L, 16/F.,"	"Universal Industrial Centre,"	"19-25 Shan Mei Street,"	"Fo Tan, Shatin,"	"New Territories."	""	
"SC(F) 31/99"	"Far East (Wagner) Engineering Ltd."	"Units 1412-1413, 14th Floor,"	"Peninsula Square,"	"18 Sung On Street,"	"Hung Hom, Kowloon."	""	""	
"SC(F) 32/2000"	"Hyundai Hong Kong Engineering & Construction Co., Ltd."	"Rm. 3206, 32/f., The Center,"	"99 Queen's Road Central,"	"Hong Kong"	""	""	""	
"SC(F) 32/99"	"KONWALL CONSTRUCTION & ENGINEERING CO LTD"	"Units 1003-1005,"	"K. Wah Centre,"	"191 Java Road,"	"North Point, Hong Kong."	""	""	
"SC(F) 33/2000"	"Wah Seng General Contractors Ltd."	"Suite 204, Block 1,"	"Hofai Commercial Centre"	"218-224 Sai Lau Kok Road,"	"Tsuen Wan, New Territories."	""	""	
"SC(F) 33/99"	"Wah Tat Engineering Co."	"Unit 1007, 10/f., Col Tower,"	"World Trade Square,"	"123 Hoi Bun Road,"	"Kwun Tong, Kowloon."	""	""	
"SC(F) 34/2000"	"Hong Kong Construction (Hong Kong) Limited"	"9th Floor, Tower 1, South Seas Centre,"	"75 Mody Road,"	"Tsim Sha Tsui,"	"Kowloon."	""	""	
"SC(F) 34/99"	"HIP HING ENGINEERING COMPANY LIMITED"	"11/F.,"	"Chevalier Commercial Centre,"	"8 Wang Hoi Road,"	"Kowloon Bay, Kowloon."	""	""	
"SC(F) 35/2000"	"Kai Tai Construction & Engineering Co Ltd"	"Unit 603, Block A"	"Sea View Estate"	"Watson Road"	"North Point, Hong Kong"	""	""	
"SC(F) 35/99"	"Sunlink Limited"	"4th Floor,"	"320 Castle Peak Road,"	"Kowloon."	""	""	""	
"SC(F) 36/2000"	"SHUNLEE ENGINEERING CORPORATION LIMITED"	"Units 2205-07,"	"Saxon Tower,"	"No. 7 Cheung Shun Street,"	"Lai Chi Kok, Kowloon."	""	""	
"SC(F) 36/99"	"The Precast Piling And Engineering Co., Ltd."	"16/fl. Podium Plaza,"	"5 Hanoi Road,"	"Tsimshatsui,"	"Kowloon, Hong Kong."	""	""	
"SC(F) 37/2000"	"Shing Hing Construction Engineering Co., Ltd."	"Mezzanine Floor,"	"50 Second Street,"	"Sai Ying Poon,"	"Hong Kong."	""	""	
"SC(F) 37/99"	"HIP HING CONSTRUCTION COMPANY LIMITED"	"11/F.,"	"Chevalier Commercial Centre,"	"8 Wang Hoi Road,"	"Kowloon Bay, Kowloon."	""	""	
"SC(F) 38/2000"	"Honwen Development Ltd."	"Flat 1902, Yee Lai House,"	"Yee Nga Court,"	"Tai Po,"	"New Territories."	""	""	
"SC(F) 38/99"	"Zhen Hua Engineering Company Limited"	"19th Floor"	"China Harbour Building"	"370-374 King's Road"	"North Point, Hong Kong"	""	""	
"SC(F) 39/2000"	"FREE FORM CONSTRUCTION CO LTD"	"23rd Floor, Midas Plaza,"	"1 Tai Yau Street,,"	"San Po Kong,"	"Kowloon."	""	""	
"SC(F) 39/99"	"KWAN SHING CONSTRUCTION LIMITED"	"Room 911, 9/F.,"	"Harbour Crystal Centre,"	"100 Granville Road,"	"Tsim Sha Tsui East, Kowloon."	""	""	
"SC(F) 4/2000"	"KENTECH CONSTRUCTION COMPANY LIMITED"	"3/F.,"	"Tin On Sing Commercial Building,"	"41-43 Graham Street,"	"Central, Hong Kong."	""	""	
"SC(F) 4/2001"	"Wai Lee Engineering Co., Ltd."	"Room 1805, 18/f., Corn Yan Centre"	"3 Jupiter  Street"	"North Point"	"Hong Kong."	""	""	
"SC(F) 4/2002"	"Asia Construction Co., Limited"	"Flat C, 2/f.,"	"International Building,"	"139 Sai Yee Street,"	"Mongkok, Kowloon."	""	""	
"SC(F) 4/2003"	"China Resources Construction Co., Ltd."	"Rooms 1001-1005,"	"China Resources Building,"	"26 Harbour Road,"	"Wan Chai, Hong Kong."	""	""	
"SC(F) 4/2004"	"Falcon Construction Engineering Ltd."	"Flat/room 1007 10/f"	"Col Tower World Trade Square"	"123 Hoi Bun Road"	"Kwun Tong"	""	""	
"SC(F) 4/2006"	"HANISON FOUNDATION LIMITED"	"Unit 1, 4/F., Block B,"	"Shatin Industrial Centre,"	"5-7 Yuen Shun Circuit,"	"Shatin, New Territories."	""	""	
"SC(F) 4/2009"	"C.B.M. ASBESTOS ABATEMENT LIMITED"	"Room 2001-2002,"	"Tai Shing Commerical (Yaumati) Building,"	"498-500 Nathan Road,"	"Yaumati, Kowloon."	""	""	
"SC(F) 4/2010"	"ERECT CONSTRUCTION LIMITED"	"Flat A, 13/F.,"	"Hop Shing Commercial Building,"	"41-43 Chi Kiang Street,"	"To Kwa Wan, Kowloon."	""	""	
"SC(F) 4/2011"	"TOP EXPRESS CONSTRUCTION LIMITED"	"20/F.,"	"Railway Plaza,"	"39 Chatham Road South,"	"Tsim Sha Tsui, Kowloon, Hong Kong"	""	""	
"SC(F) 4/2012"	"EDWIN CONSTRUCTION COMPANY LIMITED"	"Flat 609, 6/F.,"	"New Tech Plaza,"	"34 Tai Yau Street,"	"San Po Kong, Kowloon."	""	""	
"SC(F) 4/2013"	"TAK WAN CONSTRUCTION & DRILLING CO., LIMITED"	"Room E, 11/F.,"	"Billion Plaza 2,"	"10 Cheung Yue Street,"	"Cheung Sha Wan, Kowloon."	""	""	
"SC(F) 4/2014"	"ASIA ENGINEERING CONSTRUCTION LIMITED"	"Room 1906, 19/F.,"	"Treasure Centre,"	"42 Hung To Road,"	"Kwun Tong, Kowloon."	""	""	
"SC(F) 4/2015"	"SHINE TEAM CONSTRUCTION CO. LIMITED"	"Flat B, 7/F.,"	"Great Wall Factory Building,"	"11 Cheung Shun Street,"	"Cheung Sha Wan, Kowloon."	""	""	
"SC(F) 4/2016"	"SAM WOO CONSTRUCTION LIMITED"	"10/F., Energy Plaza,"	"92 Granville Road,"	"Tsimshatsui East,"	"Kowloon."	""	""	
"SC(F) 4/2017"	"DRILTECH GEOTECHNICAL ENGINEERING LIMITED"	"Block A & B, 9/F.,"	"Hong Kong Spinners Industrial Building"	"Phase VI,"	"481-483 Castle Peak Road,"	"Cheung Sha Wan, Kowloon."	""	
"SC(F) 4/98"	"CWF PILING & CIVIL ENGINEERING CO LTD"	"14/F.,"	"Yau Lee Centre,"	"45 Hoi Yuen Road,"	"Kwun Tong, Kowloon."	""	""	
"SC(F) 4/99"	"LERMOND ENGINEERING LIMITED"	"Unit 8-9, 7/F.,"	"Topsail Plaza,"	"11 On Sum Street,"	"Shatin, New Territories."	""	""	
"SC(F) 40/2000"	"Wing Hong Contractors Ltd"	"Flat C, 3rd Floor,"	"Shing Lee Commerical Building,"	"No.8 Wing Kut Street,"	"Central, Hong Kong."	""	""	
"SC(F) 40/99"	"CHINA HARBOUR ENGINEERING COMPANY LIMITED"	"19/F.,"	"China Harbour Building,"	"370-374 King's Road,"	"North Point, Hong Kong."	""	""	
"SC(F) 41/2000"	"WAN KEI GEOTECHNICAL ENGINEERING COMPANY LIMITED"	"Rooms 6 & 8, 9/F., Block A,"	"Fuk Keung Industrial Building,"	"No.66-68 Tong Mi Road, Mong Kok,"	"Kowloon."	""	""	
"SC(F) 41/99"	"HIP HING BUILDERS COMPANY LIMITED"	"11/F.,"	"Chevalier Commercial Centre,"	"8 Wang Hoi Road,"	"Kowloon Bay, Kowloon."	""	""	
"SC(F) 42/2000"	"Golden Rise (H.k.) Project Co., Ltd."	"Room 1115, 11th Floor"	"Peninsula Square,"	"18 Sung On Street,"	"Hung Hom, Kwoloon."	""	""	
"SC(F) 42/99"	"Law Chi Yip Construction Co., Ltd."	"Room 1505,"	"President Commercial Centre,"	"608 Nathan Road,"	"Kowloon."	""	""	
"SC(F) 43/2000"	"BAUER HONG KONG LIMITED"	"Units 1604-1606, 16/F.,"	"Chinachem Tsuen Wan Plaza,"	"455-457 Castle Peak Road,"	"Tsuen Wan, New Territories."	""	""	
"SC(F) 43/99"	"China State Construction Engineering Corporation"	"29th Floor"	"China Overseas Building"	"139 Hennessy Road"	"Wan Chai, Hong Kong"	""	""	
"SC(F) 44/2000"	"YU HSIN CONSTRUCTION CO LTD"	"Room 2205, 22/F.,"	"Arion Commercial Centre,"	"2-12 Queen's Road West,"	"Hong Kong."	""	""	
"SC(F) 44/99"	"Professional Engineering Limited"	"29th Floor, Times Media Centre,"	"133 Wanchai Road,"	"Hong Kong."	""	""	""	
"SC(F) 45/2000"	"Top Grand Engineering Limited"	"Flat B, 11th Floor,"	"Air Goal Cargo Building,"	"330 Kwun Tong Road,"	"Kowloon."	""	""	
"SC(F) 45/99"	"CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED"	"29/F.,"	"China Overseas Building,"	"139 Hennessy Road,"	"Wan Chai, Hong Kong."	""	""	
"SC(F) 46/2000"	"SAM WOO BORE PILE FOUNDATION LIMITED"	"10/F., Energy Plaza,"	"92 Granville Road,"	"Tsim Sha Tsui East,"	"Kowloon."	""	""	
"SC(F) 46/99"	"PAUL Y. FOUNDATION LIMITED"	"16/F., Paul Y. Centre,"	"51 Hung To Road,"	"Kwun Tong, Kowloon."	""	""	""	
"SC(F) 47/2000"	"TO'S UNIVERSE CONSTRUCTION CO LTD"	"Unit 10 & 11, 28/F.,"	"Global Gateway Tower,"	"63 Wing Hong Street,"	"Cheung Sha Wan, Kowloon."	""	""	
"SC(F) 47/99"	"Kwong Key Construction And Engineering Ltd"	"Unit 1902, 19th Floor,"	"Wealth Commercial Centre,"	"42 Kwong Wa Street,"	"Mongkok,"	"Kowloon"	""	
"SC(F) 48/2000"	"Sunbond Engineering Limited"	"9th Floor,"	"Keybond Commercial Building,"	"38 Ferry Street,"	"Jordan, Kowloon."	""	""	
"SC(F) 48/99"	"LAM CONSTRUCTION CO LTD"	"11/F.,"	"Centre Point,"	"181-185 Gloucester Road,"	"Wanchai, Hong Kong."	""	""	
"SC(F) 49/2000"	"Hip Shun Construction Co., Ltd."	"6th Floor, Hang Wai Commercial Building,"	"231-233 Queen's Road East,"	"Wanchai,"	"Hong Kong."	""	""	
"SC(F) 49/99"	"Proman Construction Co., Ltd."	"Room 1503, 15th Floor,"	"Remex Centre,"	"42 Wong Chuk Hang Road,"	"Hong Kong."	""	""	
"SC(F) 5/2000"	"GOLDFIELD N & W CONSTRUCTION COMPANY LIMITED"	"2/F.,"	"Air Goal Cargo Building,"	"330 Kwun Tong Road,"	"Kwun Tong, Kowloon."	""	""	
"SC(F) 5/2001"	"Man Yuen Construction Engineering Co., Ltd"	"Ground Floor,"	"28 Mui Wo Rural Committee Road,"	"Mui Wo,"	"Lantau Island, Hong Kong."	""	""	
"SC(F) 5/2002"	"INTRAFOR HONG KONG LIMITED"	"20/F.,"	"Eight Commercial Tower,"	"8 Sun Yip Street,"	"Chai Wan, Hong Kong."	""	""	
"SC(F) 5/2003"	"UNIBRIGHT CONSTRUCTION & ENGINEERING COMPANY"	"Room A1210, 12/F., Block Front,"	"Lead On Industrial Building,"	"18 Ng Fong Street,"	"San Po Kong, Kowloon."	""	""	
"SC(F) 5/2011"	"VESTA ENGINEERING AND CONSULTING LIMITED"	"Flat D, 9/F.,"	"Yip Win Factory Building,"	"10 Tsun Yip Lane,"	"Kwun Tong, Kowloon."	""	""	
"SC(F) 5/2013"	"YAT MING CIVIL ENGINEERING COMPANY LIMITED"	"Flat B, 7/F.,"	"Great Wall Factory Building,"	"11 Cheung Shun Street,"	"Cheung Sha Wan, Kowloon."	""	""	
"SC(F) 5/2014"	"FORWARD CONSTRUCTION COMPANY LIMITED"	"Unit A, 16/F.,"	"Worldwide Centre,"	"123 Tung Chau Street,"	"Tai Kok Tsui, Kowloon."	""	""	
"SC(F) 5/2015"	"YEUNG BOR KEE WORKS COMPANY LIMITED"	"Unit A, 9/F.,"	"First Group Centre,"	"14 Wang Tai Road,"	"Kowloon Bay, Kowloon."	""	""	
"SC(F) 5/2016"	"TRIANGULAR FORCE CONSTRUCTION ENGINEERING LIMITED"	"Unit 1503, 15/F.,"	"Peninsula Square,"	"18 Sung On Street,"	"Hunghom, Kowloon."	""	""	
"SC(F) 5/2017"	"CHI SUM ENGINEERING LIMITED"	"Flat A, 4/F.,"	"Kin Ga Industrial Building,"	"9 San On Street,"	"Tuen Mun, New Territories."	""	""	
"SC(F) 5/98"	"Kong Sun Engineering & Construction Company Limited"	"Unit A, 21st Floor,"	"Nathan Commercial Building,"	"430-436 Nathan Road,"	"Kowloon."	""	""	
"SC(F) 5/99"	"RAY ON CONSTRUCTION COMPANY LIMITED"	"Room 2009, 20/F.,"	"Fortress Tower,"	"250 King's Road,"	"North Point, Hong Kong."	""	""	
"SC(F) 50/2000"	"Shea Seak Construction Co."	"Room 1803-1804,18th Floor,"	"Eastern Commercial Centre,"	"397 Hennessy Road,"	"Wan Chai, Hong Kong,"	""	""	
"SC(F) 50/99"	"I-p Foundations Ltd."	"51st Floor, Hopewell Centre,"	"183 Queen's Road East"	"Wanchai"	"Hong Kong."	""	""	
"SC(F) 51/2000"	"Kin Ming & Co."	"Flat C, 6th Floor,"	"Wang On Court,"	"310a King's Road,"	"North Point, Hong Kong."	""	""	
"SC(F) 51/99"	"WING SHING CAISSON & FOUNDATION LIMITED"	"8/F.,"	"No.9 Chong Yip Street,"	"Kwun Tong, Kowloon"	""	""	""	
"SC(F) 52/2000"	"GRANVILLE CONTRACTORS LIMITED"	"Unit 1502-1503, 15/F.,"	"Kowloon Plaza,"	"485 Castle Peak Road,"	"Lai Chi Kok, Kowloon."	""	""	
"SC(F) 52/99"	"WILLEY CONSTRUCTION & ENGINEERING COMPANY LIMITED"	"Unit A, 16/F.,"	"Tower One, Tern Centre,"	"237 Queen's Road Central,"	"Hong Kong."	""	""	
"SC(F) 53/2000"	"Freyssinet Hong Kong Ltd."	"Room 1201-3, Col Tower,"	"World Trade Square,"	"123 Hoi Bun Road,"	"Kwun Tong, Kowloon."	""	""	
"SC(F) 53/99"	"IN CONSTRUCTION LIMITED"	"26/F., Park Avenue Tower,"	"5 Moreton Terrace,"	"Causeway Bay,"	"Hong Kong."	""	""	
"SC(F) 54/2000"	"REALTY CHENG & PARTNERS CONSTRUCTION LTD"	"Unit C-D, 10/F.,"	"Ford Glory Plaza,"	"37-39 Wing Hong Street,"	"Cheung Sha Wan,"	"Kowloon."	""	
"SC(F) 54/99"	"Chan Sum Construction Co."	"5th Floor, Flat C,"	"European Asian Bank Building,"	"749 Nathan Road,"	"Kowloon."	""	""	
"SC(F) 55/2000"	"Kwan Cheong Construction Ltd."	"Room 4, 5/f,"	"582-588 Canton Road,"	"Kowloon."	""	""	""	
"SC(F) 55/99"	"Zen Pacific Civil Contractors Ltd."	"Unit 702b, 7/f East Ocean Centre,"	"98 Granville Road,"	"Tsim Sha Tsui,"	"Kowloon."	""	""	
"SC(F) 56/2000"	"DESON DEVELOPMENT LIMITED"	"11/F.,"	"Nanyang Plaza,"	"57 Hung To Road,"	"Kwun Tong, Kowloon."	""	""	
"SC(F) 56/99"	"Wai Kee (Zens) Construction & Transportation Co., Ltd."	"22nd Floor,"	"Oterprise Square,"	"26 Nathan Road,"	"Tsim Sha Tsui, Kowloon."	""	""	
"SC(F) 57/2000"	"Aoki Corporation"	"Unit 3 & 5,"	"27th Floor,"	"148 Electric Road,"	"North Point, Hong Kong."	""	""	
"SC(F) 57/99"	"Hoo Cheong Building Construction Co Ltd"	"Room 1903-06, 19th Floor, Podium Plaza,"	"5 Hanoi Road,"	"Tsim Sha Tsui,"	"Kowloon."	""	""	
"SC(F) 58/2000"	"FRASER CONSTRUCTION COMPANY LIMITED"	"Room 1122, 11/F.,"	"Pacific Link Tower (South Mark),"	"11 Yip Hing Street,"	"Wong Chuk Hang, Hong Kong."	""	""	
"SC(F) 58/99"	"INTERNATIONAL KUM FAI CONSTRUCTION & ENGINEERING CO LTD"	"13/F.,"	"Golden Hill Commercial Building,"	"209-211 Hennessy Road,"	"Hong Kong."	""	""	
"SC(F) 59/2000"	"C. T. & PARTNERS"	"Flat B, 9/F.,"	"Tung Shing Court,"	"47-55 Cheung Sha Wan Road,"	"Kowloon, Hong Kong."	""	""	
"SC(F) 59/99"	"Tactful Construction & Engineering Co."	"Unit C, 8th Floor,"	"Tung Fong Building,"	"155 Johnston Road,"	"Wan Chai, Hong Kong."	""	""	
"SC(F) 6/2000"	"YU WING CONST & INVT CO LTD"	"Flat C & D, 3/F.,"	"Uwa Building,"	"18-19 Connaught Road West,"	"Hong Kong."	""	""	
"SC(F) 6/2001"	"Windord Ltd."	"Room 1605,"	"Cheung Lee Commercial Building,"	"25 Kimberley Road,"	"Tsim Sha Tsui, Kowloon."	""	""	
"SC(F) 6/2002"	"Treasure Construction Engineering Ltd."	"29th Floor,"	"China Overseas Building,"	"139 Hennessy Road,"	"Wan Chai, Hong Kong."	""	""	
"SC(F) 6/2003"	"China Technical Markets Ltd"	"Room 16, 6th Floor,"	"Kinetic Industrial Centre,"	"7 Wang Kwong Road,"	"Kowloon Bay, Kowloon."	""	""	
"SC(F) 6/2013"	"CO-MAKE (HONG KONG) LIMITED"	"Room 02, 25/F.,"	"EW International Tower,"	"120-124 Texaco Road,"	"Tsuen Wan, New Territories."	""	""	
"SC(F) 6/2014"	"ADRIAN CONSTRUCTION LIMITED"	"Unit 1006, 10/F.,"	"Kwai Cheong Centre,"	"No. 50 Kwai Cheong Road,"	"Kwai Chung, New Territories."	""	""	
"SC(F) 6/2015"	"HO MING CONSTRUCTION COMPANY LIMITED"	"Room 915, 9/F.,"	"Fortune Commercial Building,"	"362 Sha Tsui Road,"	"Tsuen Wan, New Territories."	""	""	
"SC(F) 6/2016"	"WO MING ENGINEERING LIMITED"	"Room 5, 13/F., Block B,"	"New Trade Plaza,"	"6 On Ping Street,"	"Shatin, New Territories."	""	""	
"SC(F) 6/98"	"Force Way Engineering Limited"	"Room 6, 1st Floor,"	"Hang Yue Court,"	"2-14 Pitt Street,"	"Yau Ma Tei, Kowloon."	""	""	
"SC(F) 6/99"	"Wing Tai Pilonner Company Limited"	"19th Floor"	"President Commercial Centre"	"602-608 Nathan Road"	"Kowloon"	""	""	
"SC(F) 60/2000"	"Kumagai Gumi Co Ltd H K Branch"	"Unit 2104, 21/F.,"	"Nanyang Plaza,"	"57 Hung To Road,"	"Kwun Tong, Kowloon."	""	""	
"SC(F) 60/99"	"W. Ho Civil Engineering & Construction Co., Ltd."	"22nd Floor,"	"Shiu Lam Building,"	"23 Luard Road,"	"Wan Chai, Hong Kong."	""	""	
"SC(F) 61/2000"	"E. G. Engineering Company Limited"	"4th Floor, Room B,"	"Tung Lee Building,"	"1043-1045 Tung Chau West Street,"	"Kowloon."	""	""	
"SC(F) 61/99"	"VIBRO CONSTRUCTION COMPANY LIMITED"	"11/F.,"	"Chevalier Commercial Centre,"	"8 Wang Hoi Road,"	"Kowloon Bay, Kowloon."	""	""	
"SC(F) 62/2000"	"Yick Hing Construction Co., Ltd."	"4/f., Ultragrace Commercial Building,"	"5 Jordan Road,"	"Kowloon."	""	""	""	
